#File S7: MergeMap consensus genetic map for Pinus taeda and Pinus elliottii with genomic sequence alignments and predicted genes functions based on transcript alignments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Legend: MergeMarkerID - identifier of marker used in input maps to allow consensus map merging, GeneSeqID - identifier used in alignment analysis of a marker's sequence (see File S5), LG - linkage group, LG_pos_cM - centiMorgan position of the locus in the linkage group, Pos_lCI - cM position of the lower bound of locus 95% confidence interval, Pos_uCI - cM position of the upper bound of locus 95% CI, Delta_CIbounds - cM difference between upper and lower 95% CI, MarkerID - identifier for the specific marker allele mapped in a contributing input map, Marker_type - type of allele segregating for the locus (SNP - single nucleotide polymorphism; RFLP - restriction fragment length polymorphism; PAV - presence-absence variant; SSR - simple sequence repeat; estSSR - SSR from an expressed sequence tag; ESTP - expressed sequence tag polymorphism), Seg_qtl-base1 - the present or absent in the qtl-base1 map, Seg_qtl-base2 - present or absent in the qtl-base2 map, Seg_BC1 - present or absent in the BC1 map, Seg_10-5 - present (1) or absent (0) in the 10-5 map, Aligned_scaff_ID - scaffold or contig identifier of Pinus taeda RefSeq assembly v1.01, Aligned_genome_coord - start position..stop position for the best alignment  of the scaffold_ID with the marker GeneSeqID, Genome_pct_aligned - percent nucleotide sequence aligned length between the marker and P. taeda genome sequence, Genome_pct_ID - percent nucleotide sequence identity between the marker and aligned P. taeda genome sequence, Aligned_transcript(Accession_Pending) - predicted full-length Pinus taeda trascript ID - not yet assigned pending publication by Mockaitis et al., ESTvTr_pctID - percent nucleotide sequence identity between the EST marker and transcript, ESTvTr_alignlen - nucleotide length of alignment between the EST marker and transcript, ESTvTr_evalue - E-value of alignment between the EST marker and transcript, ESTvTr_bitscore - Bitscore of alignment between the EST marker and transcript, Aligned_CDD -  NCBI Conserved Domain Database accessionID assigned to the transcript, CDD_desc - description of the protein domain from the NCBI Conserved domain database, Tr_CDD_pctID - percent sequence identity between the transcript and the domain from the NCBI CDD, Tr_CDD_alignlen - length of alignment between the transcript and the domain  , Tr_CDD_evalue - E-value of alignment between the transcript and the domain, Tr_CDD_bitscore - Bitscore of alignment between the transcript and the domain, Aligned_AGI_prot - TAIR accession ID of the Arabidosis AGI map gene model with the highest amino acid sequence identity with the assigned translated P. taeda transcript, Prot_desc - description of the protein function of the TAIR gene model, Tr_AGI_pctID - percent amino acid sequence identity between the Arabidopsis and P. taeda proteins, Tr_AGI_alignlen - length of alignment between Arabidopsis and P. taeda transcripts, Tr_AGI_evalue - E-value of alignment between Arabidopsis and P.taeda transcripts, Tr_AGI_bitscore - Bitscore of alignment between Arabidopsis and P.taeda transcripts, MarkerAcc - NCBI/GenBank accession number for the marker sequence or for the best blastn match to the marker sequence, NP - the gene is reported on the 10-5 map3 of Neves et al. 2014 but was not positioned on our consensus map, NA - information not available."

MergeMarkerID,GeneSeqID,LG,LG_pos_cM,Pos_lCI,Pos_uCI,Delta_CIbounds,MarkerID,Marker_type,Seg_qtl-base1,Seg_qtl-base2,Seg_BC1,Seg_10-5,Aligned_scaff_ID,Aligned_genome_coord,Genome_pct_aligned,Genome_pct_ID,Aligned_transcript(Accession_Pending),ESTvTr_pctID,ESTvTr_alignlen,ESTvTr_evalue,ESTvTr_bitscore,Aligned_CDD,CDD_desc,Tr_CDD_pID,Tr_CDD_alignlen,Tr_CDD_evalue,Tr_CDD_bitscore,Aligned_AGI_prot,Prot_desc,Tr_AGI_pctID,Tr_AGI_alignlen,Tr_AGI_evalue,Tr_AGI_bitscore,MarkerAcc
2_5911,2_5911,12,188.33,187.83,188.82,0.99,2_5911_01_203,SNP,0,1,1,1,scaffold788841,42059--41365,100,100,AP,100,695,0,1254,CDD|212491,cd05233; SDR_c; Classical (c) SDRs; len=234,33.02,212,3.00E-43,148,AT1G24360.1,NAD(P)-binding Rossmann-fold superfamily protein,24.2,219,1.00E-69,220,gb|DR181190.1
2_2180,2_2180,12,189.54,189.04,190.03,0.99,2_2180_207,SNP,0,0,0,1,tscaffold4935,190645--207802,100,99.1,AP,98.98,884,0,1557,CDD|236292,PRK08566; DNA-directed RNA polymerase subunit A'; len=882,45.64,894,0,1027,AT4G35800.1,RNA polymerase II large subunit,82.97,1844,0,2245,gb|DR092970.1
UMN_660,UMN_660,12,190.29,189.79,190.79,1,UMN_660_123,SNP,0,0,0,1,scaffold667800.1,8379--3209,100,99.8,AP,100,513,0,926,CDD|225885,COG3349; Uncharacterized protein; len=485,43.42,479,4.00E-154,454,AT3G04870.2,Zeta-carotene desaturase,76.43,543,1.00E-144,434,gb|BQ695811.1
0_12981,0_12981,12,191.24,190.74,191.73,0.99,0_12981_01_179,SNP,0,1,0,0,tscaffold101,195202--194176,100,99.9,AP,99.88,804,0,1445,CDD|215220,PLN02393; Leucoanthocyanidin dioxygenase-like protein; len=362,40.5,321,5.00E-96,294,AT5G05600.1,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,36.39,327,6.00E-143,416,gb|CO364524.1
0_9323,0_9323,12,191.27,190.77,191.76,0.99,0_9323_01_588,SNP,0,1,1,1,tscaffold4326,21803--22725,100,99.9,AP,100,777,0,1402,NA,NA,NA,NA,NA,NA,AT2G43235.1,Uncharacterized protein,36.32,402,1.00E-68,228,gb|DR013129.1
2_138,2_138,12,194.45,193.95,194.95,1,2_138_PAV,PAV,0,0,0,1,scaffold244646.2,4836--5644,70.7,84.4,AP,100,877,0,1582,NA,NA,NA,NA,NA,NA,AT3G19840.1,Pre-mRNA-processing protein 40C,30.94,139,5.00E-14,70.9,gb|DR057668.1
0_13240,0_13240,12,197.32,196.83,197.82,0.99,0_13240_663,SNP,0,0,0,1,tscaffold1345,581578--580800,99.9,99.6,AP,100,779,0,1406,CDD|223108,COG0029; NadB; Aspartate oxidase; len=518,46.55,537,0,600,AT5G14760.1,L-aspartate oxidase,70.97,589,0,735,gb|CO368350.1
2_2105,2_2105,12,197.53,197.03,198.02,0.99,2_2105_02_327,SNP,0,1,0,0,tscaffold1345,606809--608040,100,99.8,AP,99.65,860,0,1541,CDD|240759,cd12313; RRM1_RRM2_RBM5_like; RNA recognition motif 1 and 2 in RNA-binding protein 5; len=84,48.81,84,1.00E-28,111,AT3G54230.2,Suppressor of abi3-5,45.3,1150,0,667,gb|CX646587.1
2_6329,2_6329,12,202.48,201.98,202.98,1,2_6329_219,SNP,0,0,0,1,tscaffold5394,257812--286620,97.4,99.5,AP,99.48,961,0,1701,CDD|216821,pfam01975; Survival protein SurE; len=188,44.56,193,2.00E-70,220,AT1G72880.1,Survival protein SurE-like phosphatase/nucleotidase,47.54,345,2.00E-91,283,gb|DR165888.1
0_10007,0_10007,10,NP,NP,NP,NP,0_10007_309,SNP,0,0,0,1,tscaffold2183,87492--86966,100,99.1,AP,99.78,455,0,816,CDD|216423,pfam01301; Glyco_hydro_35; Glycosyl hydrolases family 35; len=318,54.81,104,1.00E-49,176,AT4G36360.1,Beta-galactosidase 3,50,622,0,595,gb|DR092314.1
0_10060,0_10060,2,NP,NP,NP,NP,0_10060_PAV,PAV,0,0,0,1,tscaffold2871,3910--36966,93.4,94.8,AP,99.68,317,6.00E-159,567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR048920.1
0_1009,0_1009,2,NP,NP,NP,NP,0_1009_PAV,PAV,0,0,0,1,tscaffold1317,1740--2430,97.1,93.5,AP,94.49,599,0,933,CDD|216202,pfam00931; NB-ARC domain protein; len=285,29.92,264,7.00E-34,130,AT5G46260.1,Disease resistance protein (TIR-NBS-LRR class) family,29.22,657,3.00E-88,300,gb|CF666254.1
0_10099,0_10099,10,NP,NP,NP,NP,0_10099_195,SNP,0,0,0,1,tscaffold7487,225085--127673,99.4,99,AP,99.81,518,0,930,CDD|233846,TIGR02396; diverge_rpsU; RpsU-divergently transcribed protein; len=185,45.25,179,3.00E-68,213,AT1G19140.1,Ubiquinone biosynthesis protein COQ9,60.53,228,2.00E-81,252,gb|DR049306.1
0_10104,0_10104,7,NP,NP,NP,NP,0_10104_118,SNP,0,0,0,1,tscaffold8184,316292--465007,99.6,100,AP,100,813,0,1467,CDD|202894,pfam04117; Mpv17_PMP22; Mpv17 / PMP22 family; len=68,32.84,67,1.00E-18,77.6,AT4G33905.1,Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein,60.66,183,3.00E-62,201,gb|DR049317.1
0_10164,0_10164,7,NP,NP,NP,NP,0_10164_694,SNP,0,0,0,1,scaffold176192,30078--29352,99.5,99.3,AP,95.03,744,0,1180,CDD|227223,COG4886; Leucine-rich repeat (LRR) protein; len=394,30.15,199,1.00E-16,79.2,AT3G26500.1,Plant intracellular ras group-related LRR 2,40.96,271,2.00E-54,188,gb|DR049945.1
0_10194,0_10194,11,NP,NP,NP,NP,0_10194_258,SNP,0,0,0,1,tscaffold8867,64336--76101,100,100,AP,100,664,0,1198,CDD|217130,pfam02594; DUF167; ACR; YggU family COG1872; len=78,42.67,75,6.00E-19,76.1,AT1G49170.1,Uncharacterized protein,64.84,128,6.00E-30,107,gb|DR050232.1
0_10210,0_10210,6,NP,NP,NP,NP,0_10210_667,SNP,0,0,0,1,scaffold457959.1,34611--33704,100,98.1,AP,94.59,592,0,924,CDD|217048,pfam02458; Transferase family; len=432,31.18,449,2.00E-83,265,AT2G19070.1,Spermidine hydroxycinnamoyl transferase,22.75,466,3.00E-133,395,gb|DR050408.1
0_10239,0_10239,2,NP,NP,NP,NP,0_10239_142,SNP,0,0,0,1,scaffold272907,178070--92032,100,99.3,AP,99.87,743,0,1332,CDD|192359,pfam09743; DUF2042; Uncharacterized protein; len=272,41.32,288,3.00E-88,282,AT3G46220.2,Uncharacterized protein,50.3,831,0,746,gb|DR050689.1
0_10245,0_10245,6,NP,NP,NP,NP,0_10245_543,SNP,0,0,0,1,tscaffold2359,222754--223582,99.6,98.8,AP,99.01,812,0,1429,CDD|236419,PRK09228; Guanine deaminase; len=433,63.95,430,0,763,AT4G04955.1,Allantoinase,15.27,478,1.00E-20,94.3,gb|DR050705.1
0_10246,0_10246,3,NP,NP,NP,NP,0_10246_348,SNP,0,0,0,1,tscaffold2111,647146--647998,34.6,100,AP,99.31,864,0,1535,CDD|222370,pfam13774; Longin; Regulated-SNARE-like domain; len=82,45.88,85,1.00E-32,114,AT1G11890.1,Synaptobrevin family protein,79.36,218,2.00E-75,230,gb|DR050711.1
0_10320,0_10320,8,NP,NP,NP,NP,0_10320_212,SNP,0,0,0,1,scaffold496231,13372--37083,95.1,55.9,AP,100,731,0,1319,CDD|223733,COG0661; AarF; Unusual protein kinase; len=517,31.4,465,1.00E-84,277,AT5G64940.2,ABC2,20.28,493,6.00E-140,430,gb|DR051421.1
0_1034,0_1034,8,NP,NP,NP,NP,0_1034_431,SNP,0,0,0,1,tscaffold5425,93383--92730,99.7,91.5,AP,99.83,598,0,1070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|CF666019.1
0_10342,0_10342,8,NP,NP,NP,NP,0_10342_53,SNP,0,0,0,1,tscaffold2942,1908764--1885322,100,99.5,AP,100,802,0,1447,CDD|220679,pfam10294; Methyltransf_16; Methyltransferase; putative; len=170,38.46,65,2.00E-10,54.3,AT1G08125.1,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,34.12,85,3.00E-11,59.6,gb|DR051585.1
0_10366,0_10366,2,NP,NP,NP,NP,0_10366_151,SNP,0,0,0,1,tscaffold13,322866--329476,100,96.8,AP,98.4,374,0,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR051771.1
0_10393,0_10393,2,NP,NP,NP,NP,0_10393_633,SNP,0,0,0,1,tscaffold5114,430240--431096,100,99.4,AP,99.41,854,0,1521,CDD|218262,pfam04782; DUF632; Unknown function; len=309,52.96,321,2.00E-128,389,AT1G77500.1,Uncharacterized protein,28.23,889,5.00E-156,482,gb|DR048496.1
0_10429,0_10429,1,NP,NP,NP,NP,0_10429_453,SNP,0,0,0,1,scaffold851125,22915--23628,100,99.7,AP,77.59,290,8.00E-55,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR053450.1
0_10476,0_10476,3,NP,NP,NP,NP,0_10476_375,SNP,0,0,0,1,tscaffold3307,95325--66514,99.5,100,AP,99.2,872,0,1543,CDD|223587,COG0513; SrmB; Superfamily II DNA and RNA helicases; len=513,37.63,372,2.00E-101,327,AT5G08610.1,P-loop containing nucleoside triphosphate hydrolases superfamily protein,52.53,752,6.00E-158,487,gb|DR054067.1
0_10500,0_10500,1,NP,NP,NP,NP,0_10500_435,SNP,0,0,0,1,tscaffold2298,161377--162071,99.7,98.3,AP,96.62,503,0,832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR054265.1
0_10505,0_10505,2,NP,NP,NP,NP,0_10505_PAV,PAV,0,0,0,1,NA,NA,NA,NA,AP,88.35,644,0,859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR054274.1
0_10540,0_10540,3,NP,NP,NP,NP,0_10540_200,SNP,0,0,0,1,tscaffold2713,60344--59573,95.8,97.9,AP,99.88,802,0,1438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR054748.1
0_10547,0_10547,3,NP,NP,NP,NP,0_10547_201,SNP,0,0,0,1,scaffold225226,56900--56011,98.2,86.4,AP,98.93,933,0,1635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR051897.1
0_10556,0_10556,6,NP,NP,NP,NP,0_10556_333,SNP,0,0,0,1,tscaffold6613,241279--240586,99.5,98.8,AP,99.47,564,0,1005,CDD|214567,smart00220; S_TKc; Serine/Threonine protein kinases; catalytic domain; len=254,26.85,216,5.00E-37,131,AT3G53570.4,FUS3-complementing gene 1,70.97,217,4.00E-67,217,gb|DR054856.1
0_10574,0_10574,8,NP,NP,NP,NP,0_10574_409,SNP,0,0,0,1,scaffold293515.3,58659--57857,100,99.9,AP,99.88,803,0,1443,CDD|205076,pfam12796; Ank_2; Ankyrin repeats 3 copies; len=91,38.36,73,4.00E-13,66.5,AT2G41900.1,CCCH-type zinc finger protein with ARM repeat domain protein,41.06,794,3.00E-159,484,gb|DR055019.1
0_1065,0_1065,5,NP,NP,NP,NP,0_1065_167,SNP,0,0,0,1,scaffold749805.2,48781--48371,96.5,98.5,AP,100,411,0,742,CDD|219909,pfam08569; Mo25-like; len=334,40,95,7.00E-24,95,AT5G47540.1,Mo25 family protein,74,100,4.00E-24,96.8,gb|CF665914.1
0_1069,0_1069,10,NP,NP,NP,NP,0_1069_121,SNP,0,0,0,1,C32151712,3058--3093,5,100,AP,100,716,0,1292,CDD|215314,PLN02576; Protoporphyrinogen oxidase; len=496,61.24,485,0,769,AT4G01690.1,Flavin containing amine oxidoreductase family,71.49,477,2.00E-166,488,gb|CF665895.1
0_10706,0_10706,8,NP,NP,NP,NP,0_10706_711,SNP,0,0,0,1,tscaffold8397,112056--111157,99,98.8,AP,99.12,909,0,1606,NA,NA,NA,NA,NA,NA,AT2G37035.1,Uncharacterized protein,24.9,253,7.00E-13,70.4,gb|DR052081.1
0_1071,0_1071,5,NP,NP,NP,NP,0_1071_630,SNP,0,0,0,1,scaffold22400.5,11518--10779,100,99.2,AP,99.73,740,0,1326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|CF665891.1
0_10732,0_10732,6,NP,NP,NP,NP,0_10732_360,SNP,0,0,0,1,scaffold203089,10172--9535,99.8,99.5,AP,97.96,638,0,1094,NA,NA,NA,NA,NA,NA,AT1G12990.1,Beta-1/4-N-acetylglucosaminyltransferase family protein,63.19,345,2.00E-169,482,gb|DR056594.1
0_10744,0_10744,9,NP,NP,NP,NP,0_10744_244,SNP,0,0,0,1,scaffold272759.1,83053--83782,100,99.6,AP,100,730,0,1317,CDD|173724,cd06606; STKc_MAPKKK; Catalytic domain of the Protein Serine/Threonine Kinase; len=260,47.33,262,2.00E-115,355,AT1G63700.1,Kinase superfamily protein,43.54,503,5.00E-101,337,gb|DR056738.1
0_10746,0_10746,4,NP,NP,NP,NP,0_10746_89,SNP,0,0,0,1,tscaffold6258,21044--87857,95.4,99.4,AP,99.41,676,0,1200,CDD|238578,cd01173; pyridoxal_pyridoxamine_kinase; Pyridoxal kinase plays a key role in the synthesis; len=254,50.57,261,5.00E-105,309,AT5G37850.1,PfkB-like carbohydrate kinase family protein,73.03,304,2.00E-121,356,gb|DR056746.1
0_10754,0_10754,11,NP,NP,NP,NP,0_10754_618,SNP,0,0,0,1,C32264476,9157--8416,100,99.9,AP,99.87,742,0,1333,CDD|219951,pfam08644; FACT complex subunit (SPT16/CDC68); len=152,46.41,153,5.00E-63,208,AT4G10710.1,Global transcription factor C,66.14,635,0,699,gb|DR052210.1
0_10755,0_10755,6,NP,NP,NP,NP,0_10755_PAV,PAV,0,0,0,1,scaffold515258,55817--54977,100,100,AP,100,841,0,1517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR052214.1
0_10772,0_10772,2,NP,NP,NP,NP,0_10772_203,SNP,0,0,0,1,tscaffold2481,39656--40171,99.6,95.9,AP,96.06,508,0,827,CDD|217062,pfam02485; Branch; Core-2/I-Branching enzyme; len=242,30.19,265,2.00E-79,248,AT4G27480.2,Core-2/I-branching beta-1/6-N-acetylglucosaminyltransferase family protein,58.19,421,2.00E-147,430,gb|DR052488.1
0_10781,0_10781,1,NP,NP,NP,NP,0_10781_393,SNP,0,0,0,1,scaffold614070.2,34984--34492,58.3,99.8,AP,99.17,845,0,1496,CDD|224201,COG1282; PntB; NAD/NADP transhydrogenase beta subunit; len=463,24.42,86,0.001,38.5,AT5G16550.1,Uncharacterized protein,43.59,156,2.00E-22,93.6,gb|DR052537.1
0_10822,0_10822,4,NP,NP,NP,NP,0_10822_387,SNP,0,0,0,1,tscaffold3930,367122--378002,100,96.8,AP,85.71,392,2.00E-124,452,CDD|215689,pfam00067; p450; Cytochrome P450; len=461,33.33,456,8.00E-114,347,AT2G45560.1,Cytochrome P450/ family 76/ subfamily C/ polypeptide 1,41.37,498,8.00E-116,355,gb|DR053000.1
0_10902,0_10902,7,NP,NP,NP,NP,0_10902_430,SNP,0,0,0,1,C32567954,131617--129136,99,100,AP,99.39,817,0,1451,CDD|173827,cd00693; secretory_peroxidase; Horseradish peroxidase and related secretory plant; len=298,52.36,296,2.00E-162,459,AT4G36430.1,Peroxidase superfamily protein,41.81,299,2.00E-151,434,gb|CO201166.1
0_10941,0_10941,2,NP,NP,NP,NP,0_10941_PAV,PAV,0,0,0,1,scaffold482106.1,61776--62593,100,99.1,AP,97.17,672,0,1128,CDD|215247,PLN02448; UDP-glycosyltransferase family protein; len=459,37.5,192,3.00E-40,142,AT2G30140.2,UDP-Glycosyltransferase superfamily protein,35.42,192,1.00E-59,195,gb|CO201469.1
0_10942,0_10942,8,NP,NP,NP,NP,0_10942_684,SNP,0,0,0,1,scaffold884764,112997--113824,100,98.8,AP,89.92,129,5.00E-40,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|CO201472.1
0_10943,0_10943,1,NP,NP,NP,NP,0_10943_401,SNP,0,0,0,1,tscaffold7642,199919--146614,99.2,99.4,AP,99.41,847,0,1505,CDD|238121,cd00200; WD40 domain; len=289,25.74,101,4.00E-12,62.7,AT5G67320.1,WD-40 repeat family protein,19.35,155,8.00E-21,91.6,gb|CO201473.1
0_10958,0_10958,1,NP,NP,NP,NP,0_10958_603,SNP,0,0,0,1,scaffold61616,60873--60030,100,98,AP,99.88,844,0,1514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|CO201526.1
0_10968,0_10968,9,NP,NP,NP,NP,0_10968_94,SNP,0,0,0,1,tscaffold6888,518949--613362,100,99.9,AP,99.88,836,0,1499,NA,NA,NA,NA,NA,NA,AT4G24930.1,Thylakoid lumenal 17.9 kDa protein/ chloroplast,53.89,180,6.00E-62,196,gb|CO201659.1
0_11,0_11,2,NP,NP,NP,NP,0_11_355,SNP,0,0,0,1,scaffold278877.1,46622--47258,100,99.1,AP,99.37,638,0,1130,CDD|221845,pfam12906; RINGv; RING-variant domain protein; len=47,30,40,5.00E-05,40.5,AT5G63780.1,RING/FYVE/PHD zinc finger superfamily protein,47.78,383,3.00E-68,222,gb|DR068827.1
0_11007,0_11007,10,NP,NP,NP,NP,0_11007_358,SNP,0,0,0,1,tscaffold8060,28286--29067,95,96.3,AP,99.75,804,0,1442,CDD|238287,cd00519; Lipase_3; Lipase (class 3); len=229,34.64,153,1.00E-31,124,AT3G61680.1,Alpha/beta-Hydrolases superfamily protein,58.48,342,4.00E-79,273,gb|DR743066.1
0_11010,0_11010,5,NP,NP,NP,NP,0_11010_558,SNP,0,0,0,1,tscaffold1014,6635--9514,99.2,99.7,AP,100,659,0,1189,CDD|216353,pfam01190; Pollen_Ole_e_I; Pollen proteins Ole e I-like protein; len=95,31.33,83,3.00E-14,64.8,AT1G29140.1,Pollen Ole e 1 allergen and extensin family protein,31.87,160,2.00E-30,110,gb|DR743158.1
0_11012,0_11012,5,NP,NP,NP,NP,0_11012_114,SNP,0,0,0,1,tscaffold7788,51862--54190,100,100,AP,99.75,798,0,1431,CDD|227455,COG5126; FRQ1; Ca2+-binding protein (EF-Hand superfamily); len=160,55.17,29,0.003,36.1,AT1G64850.1,Calcium-binding EF hand family protein,29.51,122,2.00E-12,63.2,gb|DR743162.1
0_11037,0_11037,10,NP,NP,NP,NP,0_11037_279,SNP,0,0,0,1,tscaffold1419,49232--51209,99.6,99.1,AP,99.35,772,0,1375,CDD|221705,pfam12678; zf-rbx1; RING-H2 zinc finger; len=73,40,45,2.00E-08,49.3,AT5G15790.2,RING/U-box superfamily protein,42.62,237,6.00E-43,148,gb|DR743312.1
0_11078,0_11078,10,NP,NP,NP,NP,0_11078_659,SNP,0,0,0,1,tscaffold6145,681909--680995,99.7,98.7,AP,99.22,770,0,1361,CDD|224983,COG2072; TrkA; Flavoprotein involved in K+ transport; len=443,24.52,469,2.00E-36,140,AT1G19250.1,Flavin-dependent monooxygenase 1,46.39,513,2.00E-84,275,gb|DR743651.1
0_11081,0_11081,5,NP,NP,NP,NP,0_11081_634,SNP,0,0,0,1,scaffold175103.1,117093--50406,100,100,AP,100,822,0,1483,CDD|222112,pfam13414; TPR_11; TPR repeat; len=69,37.31,67,4.00E-08,50,AT5G10200.1,ARM-repeat/Tetratricopeptide repeat (TPR)-like protein,73.54,412,0,551,gb|DR743759.1
0_11082,0_11082,9,NP,NP,NP,NP,0_11082_103,SNP,0,0,0,1,scaffold896661.2,27561--30583,99.5,99.9,AP,99.88,816,0,1467,CDD|223394,COG0317; SpoT; Guanosine polyphosphate pyrophosphohydrolases/synthetases; len=701,47.56,349,3.00E-141,426,AT1G54130.1,RELA/SPOT,61.45,524,0,578,gb|DR743760.1
0_11127,0_11127,1,NP,NP,NP,NP,0_11127_284,SNP,0,0,0,1,scaffold724549,15418--14637,100,96,AP,97.83,782,0,1337,CDD|227223,COG4886; Leucine-rich repeat (LRR) protein; len=394,34.6,237,2.00E-13,70.8,AT2G26330.1,Leucine-rich receptor-like protein kinase family protein,34.61,471,1.00E-77,265,gb|DR744107.1
0_11137,0_11137,2,NP,NP,NP,NP,0_11137_PAV,PAV,0,0,0,1,tscaffold4352,3543244--3543431,88.7,96,AP,99.42,173,2.00E-80,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR744239.1
0_11140,0_11140,1,NP,NP,NP,NP,0_11140_57,SNP,0,0,0,1,scaffold531462,99006--103105,99.6,99.6,AP,99.3,713,0,1263,CDD|188905,cd09506; SAM_Shank1; 2;3; SAM domain of Shank1;2;3 family proteins; len=66,42.86,35,9.00E-08,45.4,AT3G07760.2,Sterile alpha motif (SAM) domain-containing protein,83.87,124,1.00E-64,196,gb|DR744247.1
0_11184,0_11184,11,NP,NP,NP,NP,0_11184_187,SNP,0,0,0,1,scaffold279681,19231--19964,100,95.5,AP,99.6,757,0,1348,CDD|215655,pfam00011; HSP20; Hsp20/alpha crystallin family; len=101,34.38,96,2.00E-22,89.2,AT4G27670.1,Heat shock protein 21,47.62,147,5.00E-36,130,gb|DR744652.1
0_11211,0_11211,5,NP,NP,NP,NP,0_11211_235,SNP,0,0,0,1,tscaffold4581,172402--171416,97.5,100,AP,100,626,0,1130,CDD|190398,pfam02714; DUF221; Uncharacterized protein; len=325,42.15,325,1.00E-106,331,AT3G21620.1,ERD (early-responsive to dehydration stress) family protein,31.99,694,6.00E-172,516,gb|DR744829.1
0_11239,0_11239,5,NP,NP,NP,NP,0_11239_195,SNP,0,0,0,1,C32109436,20976--17171,99.5,98.6,AP,93.87,685,0,1068,CDD|219993,pfam08733; PalH/RIM21; len=346,32.61,46,0.009,31.5,NA,NA,NA,NA,NA,NA,gb|DR745089.1
0_11281,0_11281,9,NP,NP,NP,NP,0_11281_167,SNP,0,0,0,1,scaffold779985,30821--30515,100,97.7,AP,98.36,305,4.00E-147,524,CDD|191617,pfam06830; Root_cap; Root cap; len=57,56.14,57,4.00E-22,87.7,AT3G19430.1,Late embryogenesis abundant protein-related / LEA protein-related protein,48.01,327,2.00E-110,336,gb|DR745397.1
0_1131,0_1131,7,NP,NP,NP,NP,0_1131_182,SNP,0,0,0,1,tscaffold2188,569606--567898,100,98.7,AP,98.4,562,0,971,CDD|239924,cd04478; RPA2_DBD_D: A subfamily of OB folds corresponding to the OB; len=95,54.74,95,6.00E-40,136,AT3G02920.1,Replication protein A/ subunit RPA32,37.86,280,8.00E-78,241,gb|CF665473.1
0_11382,0_11382,9,NP,NP,NP,NP,0_11382_340,SNP,0,0,0,1,C30319504,817--388,100,99.1,AP,81.16,467,1.00E-124,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR746308.1
0_11407,0_11407,5,NP,NP,NP,NP,0_11407_356,SNP,0,0,0,1,tscaffold7026,169434--138513,98,85.2,AP,69.7,429,2.00E-38,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR742609.1
0_11413,0_11413,9,NP,NP,NP,NP,0_11413_394,SNP,0,0,0,1,C30873974,2823--3104,45.6,94.3,AP,98.62,579,0,1009,NA,NA,NA,NA,NA,NA,AT3G20898.1,Uncharacterized protein,45.28,53,8.00E-08,48.2,gb|DR742791.1
0_11417,0_11417,4,NP,NP,NP,NP,0_11417_240,SNP,0,0,0,1,C32477650,40061--39331,98.9,99.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR742797.1
0_11576,0_11576,9,NP,NP,NP,NP,0_11576_392,SNP,0,0,0,1,tscaffold4154,258064--289638,99.6,99.4,AP,99.72,707,0,1267,CDD|176255,cd08295; double_bond_reductase_like; Alkenal double bond reductase and leukotriene B4; len=338,66.09,345,0,568,AT5G16990.1,Zinc-binding dehydrogenase family protein,60.86,350,4.00E-122,359,gb|DR071159.1
0_11610,0_11610,2,NP,NP,NP,NP,0_11610_425,SNP,0,0,0,1,C32556846,116444--115881,79.4,93.6,AP,97.39,230,3.00E-105,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR071462.1
0_11626,0_11626,4,NP,NP,NP,NP,0_11626_143,SNP,0,0,0,1,tscaffold4100,576892--576032,99.8,99.6,AP,99.29,850,0,1512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR071625.1
